vessel_name,owner,owner_address,vessel_type,flag,owner_location,home_port
TOEI MARU NO8,NANYOSUISAN KABUSHIKI KAISHA,"3-8-7,MISAKI, MIURA-SHI, KANAGAWA, JAPAN",Tuna longliner,JPN,"('KANAGAWA', 'JPN')","('Miura', 'JPN')"
SHUENN FWU YU NO86,"WU, ZONG HE","No.2, Ln. 101, Chengdong Rd., Su'ao Township, Yilan County 270, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Yilan County 270', None)","('Keelung', None)"
WAN ZHAO NO88,"CHEN, JIA-JYUN","No.23, Mingli 5th St., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92842', None)","('Kaohsiung', None)"
YU SHENG FA,"TIEN, YU-CHIANG","No.10, Ln. 61, Shanban Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92942', None)","('Kaohsiung', None)"
DONG HORNG NO899,"LIN, CHIA-YU","No.50, Fuxing Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)",Fish carrier,TWN,"('Pingtung County 92942', None)","('Kaohsiung', None)"
SHIN SHIE YI,"CHANG, YA-HUI","No. 89, Yanhai Rd., Donggang Township, Pingtung County 928007, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928007', None)","('Kaohsiung', None)"
ZHOU YUAN YU 2607,"Zhoushan Haihong Ocean Fisheries CO., LTD","No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Longliner,CHN,"('Zhoushan City', None)","('Zhoushan', 'CHN')"
ZHOU YUAN YU 202,"Zhoushan Haihong Ocean Fisheries CO., LTD","No.1-3 Shanghui Road, Ganlan Town, Dinghai District, Zhoushan City, Zhejiang Province",Tuna longliner,CHN,"('Zhoushan City', None)","('Zhoushan', 'CHN')"
JIN HONG CHENG,"WU, SHI-XIANG","No. 43, Heping St., Donggang Township, Pingtung County 928006, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928006', None)","('Kaohsiung', None)"
HUA NAN YU 702,"CHINA SOUTHERN FISHERY(SHENZHEN)CO.,LTD","4205A Landmark Tower,4028 Jintian Rd,Futian District,Shenzhen,China",Longliner,CHN,"('Shenzhen', 'CHN')","('Shekou', 'CHN')"
HUA NAN YU 703,"CHINA SOUTHERN FISHERY(SHENZHEN)CO.,LTD","4205A Landmark Tower,4028 Jintian Rd,Futian District,Shenzhen,China",Longliner,CHN,"('Shenzhen', 'CHN')","('Shekou', 'CHN')"
SIERRA LARA,Sierra Lara Shipping Company N.V.,"Presidente R. Betancourt Boulevard 2, Curaçao",Fish carrier,BHS,"('Presidente R. Betancourt Boulevard 2', 'CUW')","('Nassau', None)"
HAI ZHI RUN 7,HONGKONG SEA RUN SHIPPING LIMITED,"720 view, 7 / F, Light Walk, 3 Salisbury Road, Tsim Sha Tsui, Hong Kong HONGKONG CHINA 999077",Unknown abbreviation,PAN,"('Tsim Sha Tsui', None)","('Panama', 'PAN')"
ORYONG NO315,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
SHILLA JUPITER,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",Tuna purse seiner,KOR,"('Seoul', None)","('Busan', None)"
CHANG SHENG 36,HAI SOON OIL PTE LTD,"6001 Beach Road, 17-05/06, Golden Mile Tower, 199589 Singapore",Unknown abbreviation,VUT,"('Golden Mile Tower', None)","('Port Vila', 'VUT')"
TUNAGO NO52,"TUNAGO FISHERY CO., LTD","INTERNATIONAL BUILDING, No.5 WHARF ROAD, PORT VILA, REPUBLIC OF VANUATU.",Tuna longliner,VUT,"('PORT VILA', None)","('Port Vila', 'VUT')"
ANGEL 101,"WINSON SEA BUNKER CO., LTD","CLARENCE THOMAS BUILDING, P.O. BOX 4649, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS.",Unknown abbreviation,VUT,"('TORTOLA', None)","('Port Vila', 'VUT')"
ANGEL 22,NITRO COMET LIMITED,"CLARENCE THOMAS BUILDING, P.O. BOX 4649, ROAD TOWN, TORTOLA, BRITISH VIRGIN ISLANDS.",Unknown abbreviation,VUT,"('TORTOLA', None)","('Port Vila', 'VUT')"
GRAND EAST,Grand East Fishery Co. LTD,"1ST FLOOR,LAW PARTNERS HOUSE, LINI HIGHWAY,P.O.BOX.1019, PORT VILA,VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
RONG JIN ZHI LU,SINOPEC FUEL OIL (SINGAPORE) PTE.LTD,1 TEMASEK AVENUE #29-02 MILLENIA TOWER SINGAPORE (039192),Unknown abbreviation,VUT,"(None, None)","('Port Vila', 'VUT')"
YI SHUN NO102,"YI FA FISHERY CO., LTD.,","First Floor Law Partners House, Lini Highway, P.O.Box 1019, Port Vila, Vanuatu",Tuna longliner,VUT,"('Port Vila', 'VUT')","('Port Vila', 'VUT')"
IRON LADY,IRON LADY LLC,"116 MELEANA PL APT. B, HONOLULU, HI 96817-5245, USA",Tuna longliner,USA,"('HI 96817-5245', None)","('Honolulu', None)"
KAUA'I,HAPPY HAWAIIAN SEAFOOD LLC,"628 HONUA STREET, HONOLULU, HI 96818, USA",Tuna longliner,USA,"('HI 96818', None)","('Honolulu', None)"
OCEAN JOY,"HARDER, JOHN","PO BOX 2253, PORT ANGELES, WA 98362-0292, USA",Troller,USA,"('WA 98362-0292', None)","('Monterey', None)"
QUEEN ALINA,V&A INC.,"98-199 KAMEHAMEHA HWY. STE. B5, HONOLULU, HI 96701, USA",Tuna longliner,USA,"('HI 96701', None)","('Honolulu', None)"
JIN CHENG LI NO1,"TSAI, KUN-YUAN","No.23-1, Zhonghua Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92942', None)","('Kaohsiung', None)"
JIN LIEN FA NO168,"LIANG, YI-LAN","No. 303, Ln. 373, Yanhai Rd., Donggang Township, Pingtung County 928011, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928011', None)","('Kaohsiung', None)"
ESBJORN,LAVALLE FISHERIES PTY LTD,"PO BOX 1021, ULLADULLA, NSW 2539,  Australia",Longliner,AUS,"('NSW 2539', 'AUS')","('Mooloolaba', 'AUS')"
GREEN ITALIA,CAIANO SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway.",Fish carrier,BHS,"('5528 Haugesund', None)","('Nassau', None)"
GREEN HONDURAS,GREEN SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway",Fish carrier,BHS,"('5528 Haugesund', 'NOR')","('Nassau', None)"
GREEN GUATEMALA,GREEN SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway.",Fish carrier,BHS,"('5528 Haugesund', None)","('Nassau', None)"
GREEN CRYSTAL,GREEN SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway.",Fish carrier,BHS,"('5528 Haugesund', None)","('Nassau', None)"
GREEN COSTA RICA,GREEN SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway",Fish carrier,BHS,"('5528 Haugesund', 'NOR')","('Nassau', None)"
GREEN CHILE,GREEN CHILE SHIPPING COMPANY N.V.,"Presidente R. Betancourt Boulevard 2, Curaçao",Fish carrier,BHS,"('Presidente R. Betancourt Boulevard 2', 'CUW')","('Nassau', None)"
GREEN BRAZIL,CAIANO SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway.",Fish carrier,BHS,"('5528 Haugesund', None)","('Nassau', None)"
F/B SEAGULL-608,DOMINIC R. SALAZAR,"SPRINGVALLEY COMPOUND, TAMBLER, GENERAL SANTOS CITY, PHILLIPINES",Fish carrier,PHL,"('GENERAL SANTOS CITY', None)","('General Santos', 'PHL')"
KIBENA 7,Kiribati Tuna Fishing Company Limited,"C/O: Ministry of Fisheries and Ocean Resources Development
Bairiki
Tarawa
Republic of Kiribati",Purse seiner,KIR,"(None, None)","('Betio', 'KIR')"
KIBENA 6,Kiribati Tuna Fishing Company Limited,"C/O: Ministry of Fisheries and Ocean Resources Development
Bairiki,
Tarawa",Tuna purse seiner,KIR,"('C/O: Ministry of Fisheries and Ocean Resources Development\r\nBairiki', None)","('Betio', 'KIR')"
KIBENA 3,KIRIBATI TUNA FISHING COMPANY LTD,"MFMRD,BAIRIKI,TARAWA",Purse seiner,KIR,"('BAIRIKI', None)","('Tarawa', 'KIR')"
KIBENA 2,Kiribati Tuna Fishing Company Limited,"C/O MINISTRY OF FISHERIES & MARINERESOURCES DEVELOPMENT (MFMRD)Bairiki, Tarawa, Kiribati",Purse seiner,KIR,"('Tarawa', 'KIR')","('Tarawa', 'KIR')"
KIBENA 1,Kiribati Tuna Fishing Company Limited,"c/o Ministry of Fisheries & Marine Resources Development (MFMRD), P.O.BOX 64, Bairiki, Tarawa, Kiribati",Tuna purse seiner,KIR,"('Tarawa', 'KIR')","('Tarawa', 'KIR')"
ORANGE ICE,"TACHIBANAYA CO., LTD. (95%)","1-8-55, KOKUBU 1-CHOME, IMABARI CITY, EHIME-PREF., 799-1595 JAPAN",Fish carrier,PAN,"('EHIME-PREF.', None)","('Panama', 'PAN')"
HE TAI,HE TAI SHIPPING LIMITED,"FLOOR 2 NO. 69, HUANCHENG EAST ROAD, DINGHAI, ZHOUSHAN,ZHEJIANG.",Fish carrier,PAN,"('ZHOUSHAN', None)","('Panama', 'PAN')"
JUBILEE,"DONGWON INDUSTRIES CO., LTD.","68 MABANG-RO, SEOCHO-GU, SEOUL, KOREA",Tuna purse seiner,KOR,"('SEOUL', None)","('Busan', None)"
BONAMI,"DONGWON INDUSTRIES CO., LTD","68 MABANG-RO, SEOCHO-GU, SEOUL, KOREA",Tuna purse seiner,KOR,"('SEOUL', None)","('Busan', None)"
LI HUNG NO868,WANG CHIH CHIANG,"No.17-5, Zhonghua Rd., Liuqiu Township, Pingtung County 92942, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92942', None)","('Kaohsiung', None)"
GREEN AUSTEVOLL,GREEN SHIPPING AS,"Strandgata 92, 5528 Haugesund, Norway.",Fish carrier,BHS,"('5528 Haugesund', None)","('Nassau', None)"
SEA FUTURE,HABITAT INTERNATIONAL CORP.,"4/F, 30 QUTANGXIA ROAD, SHINAN DISTRICT QINGDAO, P.R. CHINA",Fish carrier,PAN,"('SHINAN DISTRICT QINGDAO', None)","('Panama', 'PAN')"
SEA PEARL I,HABITAT INTERNATIONAL CORP.,"4/F, 30 QUTANGXIA ROAD, SHINAN DISTRICT QINGDAO, P.R. CHINA",Fish carrier,PAN,"('SHINAN DISTRICT QINGDAO', None)","('Panama', 'PAN')"
ORANGE SPIRIT,SK SHIPHOLDING S.A.,"Edificio Comosa, Avenidas Samuel Lewis y Manuel M. Ycaza, Post Office Box 4150, Panama City, Republic of Panama.",Fish carrier,BHS,"('Panama City', None)","('Nassau', None)"
SEA STALLION 8,TRANS-PACIFIC JOURNEY FISHING COPORATION,"1094-A NORTH BAY BLVD., NAVOTAS CITY, MANILA",Unknown abbreviation,PHL,"('NAVOTAS CITY', None)","('Manila', 'PHL')"
RYOMA,QUEEN TUVALU INC.,"TRUST COMPANY COMPLEX, AJELTAKE ROAD, AJELTAKE ISLAND, MAJURO, MARSHALL ISLANDS MH96960",Fish carrier,PAN,"('MAJURO', None)","('Panama', 'PAN')"
SEIN TOPAZ,"SEIN SHIPPING CO., LTD.","48 NAMBUSUNHWAN-RO 381-GIL, GANGNAM-GU, SEOUL, REPUBLIC OF KOREA",Fish carrier,KOR,"('SEOUL', None)","('Jeju', None)"
SEIBU,"GREEN WORLD CO., LTD.","8th DONGWON BLDG., 70, JUNGANG-DAERO, JUNG-GU, BUSAN, KOREA",Fish carrier,KOR,"('BUSAN', None)","('Jeju', None)"
YEOU JYI FA,HUANG LIN LI FEN,"No.70, Ln. 276, Yanhai 5th Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
YU SHENG FA NO2,"CHEN, HUNG-YU","No. 25, Huanmei Rd., Donggang Township, Pingtung County 928010, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928010', None)","('Kaohsiung', None)"
NO306 DAE HWA,"DAEHAE FISHERIES CO.,LTD","SAEBYEOKSIJANG-GIL 35, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
KURIKOMA,TOEI REEFER LINE LTD.,"8TH FLOOR NMF SHIBAKOEN BLDG., 3-5-5 SHIBA, MINATO-KU, TOKYO, JAPAN 105-0014",Fish carrier,JPN,"('TOKYO', None)","('Tokyo', 'JPN')"
GENTA MARU,TOEI REEFER LINE LTD.,"8TH FLOOR SHIBAKOEN BLDG., 3-5-5 SHIBA, MINATO-KU, TOKYO, JAPAN 105-0014",Fish carrier,JPN,"('TOKYO', None)","('Tokyo', 'JPN')"
HAI SOON 61,Super Shine Development Limited,C\O 6001 Beach Road #17-05 Golden Mile Tower 199589 Singapore,Unknown abbreviation,COK,"(None, None)","('Avatiu', 'COK')"
RUNO,"RUNO PESCA, SL (Company)","MUELLE PUERTO PESQUERO, ALMACEN 41, BLOQUE A, 15960 RIBEIRA, ESP",Longliner,ESP,"('15960 RIBEIRA', None)","('Santa Eugenia', 'ESP')"
KAIYO MARU,"Ministry of Agriculture, Forestry and Fisheries","1-2-1, Kasumigaseki, Chiyoda-ku, Tokyo 100-8907, Japan",Fishery research vessel,JPN,"('Tokyo 100-8907', 'JPN')","('Tokyo', 'JPN')"
SLEELAWADEE,"THAISEVEN TRADE CO.,LTD","99/10 MOO.1 TACHEEN DISTRICT, AMPHOE MUANG, SAMUTSAKHON PROVINCE, THAILAND 74000",Fish carrier,THA,"('SAMUTSAKHON PROVINCE', None)","('Bangkok', 'THA')"
PRINCESS GE-02,"SAN LORENZO RUIZ FISHING INDUSTRY, INC.","Calumpang Ave., Calumpang, General Santos City",Fish carrier,PHL,"('Calumpang', None)","('General Santos', 'PHL')"
CARIBE,TUDO Fisheries Co. Pty. Ltd.,"Fogafale Road, Alapi, Funafuti, Tuvalu",Tuna purse seiner,TUV,"('Funafuti', 'TUV')","('Funafuti', 'TUV')"
MOOREA TAUTAI,SCA KEYALA ARMEMENT,PORT DE PECHE FARE UTE PAPEETE - TAHITI  - BP : 6331 - FAA'A 98702 TAHITI  - Tel:71 23 99,Tuna longliner,PYF,"(None, None)","('Papeete', 'PYF')"
FETU URA,SARL FETU ARMEMENT,Papeete Motu Uta  - BP : 9015-98715 MOTU UTA  - Tel:77 78 76,Tuna longliner,PYF,"(None, None)","('Papeete', 'PYF')"
JIH YU NO668,"JIH YU FISHERY CO., LTD.","11F.-3, No.247, Minsheng 1st Rd., Xinxing Dist., Kaohsiung City 80046, Taiwan (R.O.C.)",Tuna purse seiner,TWN,"('Kaohsiung City 80046', None)","('Kaohsiung', None)"
JIN CHING FA NO16,"HONG, YA-WEN","No. 20, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929002', None)","('Kaohsiung', None)"
LIAN YU CAI NO168,LI MING CAI,"No. 11, Ln. 210, Yong'ai Rd., Su'ao Township, Yilan County 270016 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Yilan County 270016', None)","('Kaohsiung', None)"
WEN DAR NO36,"LIU, CHUN-CHENG","No. 30, Huanmei 3rd St., Donggang Township, Pingtung County 928010 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928010', None)","('Kaohsiung', None)"
XIN SHI JI 112,"ZHE JIANG OCEAN FAMILY CO., LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Purse seiner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
XIN SHI JI 111,"ZHE JIANG OCEAN FAMILY CO., LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Purse seiner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
XIANG FA 8,"ZHEJIANG OCEAN FAMILY CO.,LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Purse seiner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
SHUN FA 8,"ZHEJIANG OCEAN FAMILY CO.,LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Purse seiner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
B ACE,"Ace Marine Holdings Co., Ltd","Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Republic of the Marshall Islands MH 96960",Unknown abbreviation,MHL,"('Majuro', None)","('Majuro', 'MHL')"
SANWA FONTAINE,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",Fish carrier,KOR,"('SEOUL', None)","('Jeju', None)"
SEA HAWK,NGUYEN FISHERY INC,"1135 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",Tuna longliner,USA,"('HI 96817-4522', None)","('Honolulu', None)"
MABAH,TUDDAL REEFER AS,"C/O NRP BUSINESS MANAGEMENT AS, HAAKON VII'S GATE 1, N-0161, OSLO, NORWAY",Fish carrier,PAN,"('OSLO', 'NOR')","('Panama', 'PAN')"
SHIN FUJI,SEA ROAD LINE INC.,"80, BROAD STREET, MONROVIA, LIBERIA",Fish carrier,PAN,"('MONROVIA', 'LBR')","('Panama', 'PAN')"
NO313 DAE HWA,"DAEHAE FISHERIES CO.,LTD","SAEBYEOKSIJANG-GIL 35, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
NO303 HAE CHEON,"SEA SKY MULSAN CO., LTD.","111, WONYANG-RO, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
FUKUSHIMA MARU,FUKUSHIMAKEN KYOUIKUINKAI,"2-16, SUGITUMATYOU, FUKUSHIMA-SHI, FUKUSHIMA-KEN, JAPAN",Fishery research vessel,JPN,"('FUKUSHIMA-KEN', 'JPN')","('Iwaki', 'JPN')"
KASHIMA MARU,IBARAKI KEN,"978-6,KASAHARA-CHO,MITO-SHI,IBARAKI,JAPAN",Fishery research vessel,JPN,"('IBARAKI', 'JPN')","('Hitachinaka', 'JPN')"
SHINKAI MARU,SHIMANEKEN　KYOIKUIINKAI　,"1 TOMO-MACHI, MATSUE-SHI, SHIMANE-KEN, JAPAN",Fishery research vessel,JPN,"('SHIMANE-KEN', 'JPN')","('Matsue', 'JPN')"
WAKATAKE MARU,Hokkaido Prefecture,"Kita 3-jo, Nishi 6-chome, Chuo-ku, Sapporo, Hokkaido, JAPAN",Fishery research vessel,JPN,"('Hokkaido', 'JPN')","('Hakodate', 'JPN')"
YAIZU,SHIZUOKA KEN,"9-6,OTEMACHI,AOI-KU,SHIZUOKA-SHI,SHIZUOKA,JAPAN",Fishery research vessel,JPN,"('SHIZUOKA', 'JPN')","('Shizuoka', 'JPN')"
KAGOSHIMA MARU,KOKURITSUDAIGAKUHOJIN KAGOSHIMA DAIGAKU,"1-21-24, KORIMOTO, KAGOSHIMA-SHI, KAGOSHIMA-KEN, JAPAN",Fishery research vessel,JPN,"('KAGOSHIMA-KEN', 'JPN')","('Kagoshima', 'JPN')"
LU RONG YUAN YU 208,"RONGCHENG OCEAN FISHERY CO., LTD","Southwest of Yandunjiao Village,Lidao Town,Rongcheng City,Weihai City,Shandong Province",Longliner,CHN,"('Weihai City', None)","('Shidao', 'CHN')"
LU RONG YUAN YU 616,"ShanDong  LiDao  Oceanic Technology  Co.,LTD",RONGCHENGSHANDONG,Longliner,CHN,"(None, None)","('Shidao', 'CHN')"
ZHONG SHUI 806,"CNFC OVERSEAS FISHERIES CO., LTD","NO. 23 JINRONGJIE, XICHENG DISTRICT, BEIJING",Tuna longliner,CHN,"('XICHENG DISTRICT', None)","('Yantai', 'CHN')"
ZHONG SHUI 717,"CNFC OVERSEAS FISHERIES CO., LTD","31, MINFENG LANE, XIDAN, BEIJING, CHINA",Longliner,CHN,"('BEIJING', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 705,"CNFC OVERSEAS FISHERIES CO., LTD","NO.31, Minfeng Lane,Xicheng District,Beijing,China",Tuna longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 797,"CNFC Overseas Fisheries Co., Ltd.","NO.31, Minfeng Lane, Xicheng District ,Beijing, China",Longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 787,"CNFC Overseas Fisheries Co., Ltd.","NO.31, Minfeng Lane, Xicheng District ,Beijing, China",Longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
ZHONG SHUI 777,"CNFC Overseas Fisheries Co., Ltd.","NO.31, Minfeng Lane, Xicheng District ,Beijing, China",Longliner,CHN,"('Beijing', 'CHN')","('Yantai', 'CHN')"
NO503 NAM GUNG,"KHD KOREA CO.,LTD","ROOM 12 ON THE 4TH FLOOR OF THE ANNEX, 147, WONYANG-RO, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
KAKEHASHI NO2,"KHD KOREA CO.,LTD","ROOM 12 ON THE 4TH FLOOR OF THE ANNEX, 147, WONYANG-RO, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
KAKEHASHI NO1,"KHD KOREA CO.,LTD","ROOM 12 ON THE 4TH FLOOR OF THE ANNEX, 147, WONYANG-RO, SEO-GU, BUSAN, KOREA",Tuna longliner,KOR,"('BUSAN', None)","('Busan', None)"
FRIO PACIFIC,OCEAN PRINCE OVERSEAS S.A.,"VIA ESPANA 122, DELTA TOWER 14, CITY OF PANAMA, REPUBLIC OF PANAMA",Fish carrier,BHS,"('CITY OF PANAMA', None)","('Nassau', None)"
SHIN HO CHUN NO 102,TUNAGO SHIPPING CO. LTD,"RM 317, NO. 3 YU KANG EAST, 2ND ROAD KAOHSIUNG 806, TAIWAN R.O.C.",Fish carrier,PAN,"('2ND ROAD KAOHSIUNG 806', None)","('Panama', 'PAN')"
SHIN HO CHUN NO 101,TUNAGO SHIPPING CO. LTD,"RM 317 NO. 3 YU KANG EAST 2ND ROAD, KAOSHIUNG 806, TAIWAN R.O.C.",Fish carrier,PAN,"('KAOSHIUNG 806', None)","('Panama', 'PAN')"
BOYANG BERING,BY BERING S.A,"BICSA FINANCIAL CENTER, PISO 60, AVENIDA BALBOA, PANAMÁ, REPUBLICA DE PANAMÁ.",Fish carrier,PAN,"('PANAMÁ', None)","('Panama', 'PAN')"
BOYANG ALASKA,BY ALASKA S.A.,"BICSA FINANCIAL CENTER, 60TH FLOOR, BALBOA AVE, PANAMACITY, REPUBLIC OF PANAMA",Fish carrier,PAN,"('PANAMACITY', None)","('Panama', 'PAN')"
FAIR BRAVO NO707,"FAIR BRAVO FISHERY CO., LTD","2F., No. 1, Linsen 1st Rd., Xinxing Dist., Kaohsiung City 800002 , Taiwan (R.O.C.)",Tuna purse seiner,TWN,"('Kaohsiung City 800002', None)","('Kaohsiung', None)"
JHAN HONG CAI,SYU YU FAN,"2 F., No. 183, Guanhai St., Zhongzheng Dist., Keelung City 202013, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Keelung City 202013', None)","('Kaohsiung', None)"
YU HSIANG NO7,"YU HSIANG FISHERY CO., LTD","SEACHANGE HOUSE, CAPTAIN COOK AVENUE, SEASIDE P.O.BOX 1019, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
YU FU NO368,"WU, KUO-YUAN","6F., No. 64-2, Tianlun St., Qianzhen Dist., Kaohsiung City 806041 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 806041', None)","('Kaohsiung', None)"
ZHONG TAI 7,Zhongyu Global Seafood Corporation,"Flr. 15, Section B, Hainabaichuan HQ MAnsion, N.6, Baoxing Rd, Haibin Community Xin'an Sub-district, Bao'an District, Shenzhen, Guangdong, China",Purse seiner,CHN,"('Guangdong', 'CHN')","('Shekou', 'CHN')"
ZHONG TAI 6,Zhongyu Global Seafood Corporation,"Flr. 15, Section B, Hainabaichuan HQ MAnsion, N.6, Baoxing Rd, Haibin Community Xin'an Sub-district, Bao'an District, Shenzhen, Guangdong, China",Purse seiner,CHN,"('Guangdong', 'CHN')","('Shekou', 'CHN')"
PROGRESS 10,Success Global Holding Limited,"6001 Beach Road, No 17-05/06, Golden Mile Tower, Singapore 199589",Unknown abbreviation,COK,"('Golden Mile Tower', None)","('Avatiu', 'COK')"
YU HSIANG NO8,"YU HSIANG FISHERY CO., LTD","SEACHANGE HOUSE, CAPTAIN COOK AVENUE, SEASIDE, P.O.BOX 1019, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
VIVA LION 707,UNITED LION FISHERY (PNG) LIMITED,"P.O. BOX 262, GORDONS, NATIONAL CAPITAL DISTRICT, PAPUA NEW GUINEA",Tuna purse seiner,PNG,"('NATIONAL CAPITAL DISTRICT', 'PNG')","('Port Moresby', 'PNG')"
VIVA WANTWANT 707,UNITED JAGUAR FISHERY (PNG) LIMITED,"P.O. BOX 262, PORT MORESBY. NATIONAL CAPITAL DISTRICT, PAPUA NEW GUINEA",Tuna purse seiner,PNG,"('PORT MORESBY. NATIONAL CAPITAL DISTRICT', 'PNG')","('Port Moresby', 'PNG')"
VIVA EAGLE 707,Winmax Fishery (PNG) Limited,"P.O Box 262, Port MoresbyNational Capital DistrictPapua New Guinea",Purse seiner,PNG,"('P.O Box 262', None)","('Port Moresby', 'PNG')"
VIVA BEAR 707,UNITED BEAR FISHERY (PNG) LIMITED,"P.O. BOX 262 GORDONS NATIONAL CAPITAL DISTRICT, PAPUA NEW GUINEA",Purse seiner,PNG,"('P.O. BOX 262 GORDONS NATIONAL CAPITAL DISTRICT', 'PNG')","('Port Moresby', 'PNG')"
HOKKO MARU,FISHERIES RESEARCH AGENCY,"1-1-25 shin-urashima-cho, kanagawa-ku, Yokohama-shi, Kanagawa, 221-8529",Fishery research vessel,JPN,"('Kanagawa', None)","('Kushiro', 'JPN')"
SHILLA HARVESTER,"SILLA Co., Ltd",CLS TRITON ADV+FFA/ 051-6633-161,Tuna purse seiner,KOR,"(None, None)","('Busan', None)"
DA YU NO 2,"DA YU FISHERY CO,. LTD","First Floor Law Partners House, P.O.Box 1019, Port Vila, Vanuatu",Tuna longliner,VUT,"('Port Vila', 'VUT')","('Port Vila', 'VUT')"
LU RONG YUAN YU 900,"Weihai Huanhai Aquatic CO.,Ltd.",NO.55 Huayuan Road of Weihai China,Longliner,CHN,"(None, None)","('Weihai', 'CHN')"
LU RONG YUAN YU 800,"Weihai Huanhai Aquatic CO.,Ltd.",NO.55 Huayuan Road of Weihai China,Longliner,CHN,"(None, None)","('Weihai', 'CHN')"
LU RONG YUAN YU 212,"Weihai Huanhai Aquatic CO.,Ltd.",NO.55 Huayuan Road of Weihai China,Longliner,CHN,"(None, None)","('Weihai', 'CHN')"
