original_address,new_address,owner_providence_state,owner_country,owner_latitude,owner_longitude
"No.151 , Yanping Rd. Donggang Township, Pingtung County 928002 , Taiwan (R.O.C.)","No. 151, Yanping Rd.","Donggang Township, Pingtung County",TWN,22.474,120.455
"No.307-26, Xingdong Rd., Donggang Township, Pingtung County 92841, Taiwan (R.O.C.)","No.307-26, Xingdong Rd., Donggang Township, Pingtung County 92841",Pingtung County,TWN,22.54412,120.45214
"No. 7, Aly. 27, Ln. 507, Sec. 2, Zhongzheng Rd., Donggang Township, Pingtung County  , Taiwan(R.O.C.)","No. 7, Aly. 27, Ln. 507, Sec. 2, Zhongzheng Rd., Donggang Township, Pingtung County",Pingtung County,TWN,22.47276,120.45999
"No.1,Kaiyuan 1st Lin., Chaozhou Township, Pingtung County 92055, Taiwan (R.O.C.)","No.1, Kaiyuan 1st Lin., Chaozhou Township, Pingtung County 92055",Pingtung County,TWN,22.422,120.494
"5F., No.139, Hou?an Rd., Qianzhen Dist., Kaohsiung City 806, Taiwan (R.O.C.)","5F., No.139, Houan Rd., Qianzhen Dist., Kaohsiung City 806","Kaohsiung City, Taiwan",TWN,22.634939,120.29871
"No. 137-2, Fuxing Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 137-2, Fuxing Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.36372,120.38997
"4F., No. 259, Zhongzheng Rd., Luzhou Dist., New Taipei City 24759 , Taiwan (R.O.C.)","4F., No. 259, Zhongzheng Rd., Luzhou Dist., New Taipei City 24759",New Taipei City,TWN,25.06725,121.408
"No. 3, Yugang E. 2nd Rd., Qianzhen Dist., Kaohsiung City 806617 , Taiwan (R.O.C.)","No. 3, Yugang E. 2nd Rd., Qianzhen Dist., Kaohsiung City 806617",Kaohsiung City,TWN,22.61444,120.27056
"No.259, Zhongzheng Rd., Luzhou Dist., New Taipei City 24759, Taiwan (R.O.C.)","No. 259, Zhongzheng Rd., Luzhou Dist.",New Taipei City,TWN,25.08432,121.49074
"No. 235, Yiren Rd., Xinyuan Township, Pingtung County 932012 , Taiwan (R.O.C.)","No. 235, Yiren Rd., Xinyuan Township, Pingtung County 932012",Pingtung County,TWN,22.56325,120.46615
"7F.-1, No. 3, Ln. 38, Minquan Rd., Luzhou Dist., New Taipei City 247016 , Taiwan (R.O.C.)","7F.-1, No. 3, Ln. 38, Minquan Rd., Luzhou Dist., New Taipei City 247016",New Taipei City,TWN,25.08683,121.46111
"2F.-2, No. 82, Houping Rd., Qianzhen Dist., Kaohsiung City 806039 , Taiwan (R.O.C.)","2F.-2, No. 82, Houping Rd., Qianzhen Dist., Kaohsiung City 806039",Kaohsiung City,TWN,22.62305,120.30554
"1F., No. 238, Lainan St., Yancheng Dist., Kaohsiung City 803006 , Taiwan (R.O.C.)","1F., No. 238, Lainan St., Yancheng Dist., Kaohsiung City 803006",Kaohsiung City,TWN,22.62333,120.29778
"3F., No.29, Ln. 285, Juemin Rd., Sanmin Dist., Kaohsiung City 80768, Taiwan (R.O.C.)","3F., No.29, Ln. 285, Juemin Rd., Sanmin Dist., Kaohsiung City 80768",Kaohsiung City,TWN,22.62719,120.3085
"No.18, Ln. 7, Sanmin Rd., Liouciou Township, Pingtung County 92941, Taiwan","No.18, Ln. 7, Sanmin Rd., Liouciou Township, Pingtung County 92941",Pingtung,TWN,22.725,120.399167
"No.11-4, Sinyi Rd., Liouciou Township, Pingtung County 929, Taiwan (R.O.C.)","No.11-4, Sinyi Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.05303,120.5162
"No. 20, Fucheng 3rd St., Fengshan Dist., Kaohsiung City 8320052 , Taiwan (R.O.C.)","No. 20, Fucheng 3rd St., Fengshan Dist., Kaohsiung City 8320052",Kaohsiung,TWN,22.62527,120.35358
"No.130-1, Jhongshan Rd., Liouciou Township, Pingtung County 929, Taiwan (R.O.C.)","No.130-1, Jhongshan Rd., Liouciou Township, Pingtung County 929",Pingtung County,TWN,22.42698,120.40897
"No.10, Fuyu 5th Rd., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)","No.10, Fuyu 5th Rd., Donggang Township, Pingtung County 928",Pingtung County,TWN,22.47111,120.455
"No.51-1, Aly. 87, Ln. 21, Benyu Rd., Liuqiu Township, Pingtung County 929001, Taiwan (R.O.C.)","No.51-1, Aly. 87, Ln. 21, Benyu Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.32,120.43833
"No. 81-12, Ln. 21, Benyu Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)","No. 81-12, Ln. 21, Benyu Rd., Liuqiu Township, Pingtung County 929",Pingtung County,TWN,22.31417,120.39167
"1F., No.12, Ln. 66, Mingde Rd., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)","1F., No.12, Ln. 66, Mingde Rd., Donggang Township, Pingtung County 92842",Pingtung County,TWN,22.48,120.45667
"No. 122-1, Zhongshan Rd., Liuqiu Township, Pingtung County 929001, Taiwan (R.O.C.)","No. 122-1, Zhongshan Rd., Liuqiu Township, Pingtung County 929001",Pingtung County,TWN,22.3225,120.3925
"No. 133, Mingli Rd., Donggang Township, Pingtung County 928004, Taiwan (R.O.C.)","No. 133, Mingli Rd., Donggang Township, Pingtung County 928004",Pingtung County,TWN,22.45678,120.46789
"No. 23-4, Ln. 2, Guangfu Rd., Xinyuan Township, Pingtung County 932014 , Taiwan (R.O.C.)","No. 23-4, Ln. 2, Guangfu Rd., Xinyuan Township, Pingtung County 932014",Pingtung County,TWN,22.530167,120.501998
"No.23-4, Ln. 2, Guangfu Rd., Xinyuan Township, Pingtung County 932, Taiwan (R.O.C.)","No.23-4, Ln. 2, Guangfu Rd., Xinyuan Township, Pingtung County 932",Pingtung County,TWN,22.4151,120.5363
"No. 228, Xinsheng 3rd Rd., Donggang Township, Pingtung County 928002 , Taiwan (R.O.C.)","No. 228, Xinsheng 3rd Rd., Donggang Township, Pingtung County 928002",Pingtung County,TWN,22.4672,120.4553
"No. 438, Xingdong Rd., Donggang Township, Pingtung County928011 , Taiwan (R.O.C.)","– No. 438, Xingdong Rd., Donggang Township, Pingtung County, 928011",– Pingtung County,– TWN,,
"3F., No. 861,17th Neighborhood, Dashun 1st Rd., Gushan Dist., Kaohsiung City 804058 , Taiwan (R.O.C.)","3F., No. 861, 17th Neighborhood, Dashun 1st Rd., Gushan Dist., Kaohsiung City 804058",Kaohsiung City,TWN,22.61433,120.28167
"No. 87, Zhongshan Rd., Xinyuan Township, Pingtung County 932015 , Taiwan (R.O.C.)","No. 87, Zhongshan Rd., Xinyuan Township, Pingtung County 932015",Pingtung County,TWN,22.52605,120.60375
"2F., No. 71, Sec. 1, Guangfu Rd., Donggang Township, Pingtung County 928007 , Taiwan (R.O.C.)","2F., No. 71, Sec. 1, Guangfu Rd., Donggang Township, Pingtung County 928007",Pingtung,TWN,22.43966,120.44965
"No. 81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002 , Taiwan (R.O.C.)","No. 81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929002",Pingtung County,TWN,22.32865,120.38779
"No.94-8, Ren-ai Rd., Liuqiu Township, Pingtung County 92942, Taiwan","No.94-8, Ren-ai Rd., Liuqiu Township, Pingtung County 92942","Pingtung County, Taiwan",TWN,22.35682,120.1745
"15375 SE 30TH PL STE 260, BELLEVUE, WA 98007-6500, USA",15375 SE 30TH PL STE 260,"Bellevue, WA",USA,47.5935,-122.14628
"1135 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",1135 N NIMITZ HWY,"Honolulu, HI",USA,21.31994,-157.8677
"FIRST FLOOR, LAW PARTNERS HOUSE,P.O.BOX.1019, PORT VILA, VANUATU","FIRST FLOOR, LAW PARTNERS HOUSE, P.O.BOX.1019",Port Vila,VUT,-17.73333,168.32111
"First Floor, Law Partners House, P.O Box 1019, Port Vila, Vanuatu","First Floor, Law Partners House, P.O Box 1019",Port Vila,VUO,-17.733335,168.321674
"First Floor Law Partners House, P.O.Box 1019, Port Vila, Vanuatu","First Floor Law Partners House, P.O.Box 1019",Port Vila,VUO,-17.73333,168.32139
"First Floor Law Partners House, Lini Highway, P.O. Box 1019, Port Vila Vanuatu","First Floor Law Partners House, Lini Highway, P.O. Box 1019",Port Vila,VUT,-17.73333,168.32111
"1ST FLOOR,LAW PARTNERS HOUSE, LINI HIGHWAY,P.O.BOX.1019, PORT VILA,VANUATU","1st Floor, Law Partners House, Lini Highway, P.O. Box 1019, Port Vila -- Efate -- VUT -- -17.73333 -- 168.32167",,,,
"First Floor, Law Partners House, Lini Highway, P.O.Box 1019, Port Vila, Vanuatu","First Floor, Law Partners House, Lini Highway, P.O.Box 1019",Port Vila,VUO,-17.733333,168.325
"International Building, No.5 Wharf Road, Port Vila, Vanuatu","International Building, No.5 Wharf Road",Port Vila / Shefa,VUT,-17.73333,168.31833
"First Floor, Law Partners House, P.O.BOX 1019, Port Vila Vanuatu","First Floor, Law Partners House, P.O.BOX 1019",Port Vila,VU,-17.73333,168.32111
"INTERNATIONAL BUILDING, No.5 WHARF ROAD, PORT VILA, REPUBLIC OF VANUATU.","INTERNATIONAL BUILDING, No.5 WHARF ROAD",PORT VILA,VUT,-17.73333,168.325
"FIRST FLOOR, iCOUNT BUILDING, KUMUL HIGHWAY, PORT VILA, VANUATU","FIRST FLOOR, iCOUNT BUILDING, KUMUL HIGHWAY, PORT VILA -- SHEFA -- VUT -- -17.73333 -- 168.32111",,,,
"iCount Building, Kumul Highway, Port Vila, Vanuatu","iCount Building, Kumul Highway, Port Vila",Shefa Province,VUT,-17.73689,168.32134
"MOORE STEPHENS HOUSE,KUMUL HIGHWAY,PORT VILA VANUATU","MOORE STEPHENS HOUSE, KUMUL HIGHWAY",Port Vila,VUT,-17.73333,168.32194
"FIRST FLOOR, PKF HOUSE, LINI HIGHWAY, PORT VILA, VANUATU","FIRST FLOOR, PKF HOUSE, LINI HIGHWAY, PORT VILA",Efate,VUT,-17.73333,168.32111
"First Floor Law Partners House, Lini Highway, P.O.Box 1019, Port Vila, Vanuatu","First Floor Law Partners House, Lini Highway, P.O.Box 1019",Port Vila,VU,-17.73855,168.31912
